segment_start_sec,segment_end_sec,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,zero_crossing_rate,rmse
0.0,1.0,"[-644.13232421875, 126.6314926147461, -44.21971130371094, 43.2118034362793, 0.15703357756137848, 11.241201400756836, -2.3900012969970703, -9.376789093017578, -1.9489778280258179, 0.6666425466537476, 13.415700912475586, 1.0241451263427734, -0.6433090567588806]",2317.5105707106945,2698.8098161362686,15.670687585266208,4667.802526595745,0.04821517619680851,0.002716177375987172
1.0,2.0,"[-682.8216552734375, 154.11058044433594, -37.502960205078125, 53.65512466430664, -3.553769111633301, 6.13532018661499, 10.678716659545898, -12.697452545166016, 4.14591121673584, 0.6622207164764404, 8.206648826599121, 3.730131149291992, 6.1010637283325195]",2729.458748670899,3465.4546505687513,16.13381873402989,5766.622340425532,0.05714448969414894,0.0005994066596031189
2.0,3.0,"[-695.48193359375, 149.5787811279297, -27.1689395904541, 59.62080383300781, -3.794724702835083, 11.267367362976074, 9.2107572555542, -11.589513778686523, 6.52131986618042, 0.3713546395301819, 11.071186065673828, -3.0853962898254395, 6.35586404800415]",2755.7284325070405,3672.4180074731157,15.457567673540662,5980.80119680851,0.05436024767287234,0.00047574908239766955
3.0,4.0,"[-689.8316040039062, 146.20265197753906, -25.187522888183594, 61.7232551574707, -1.8802781105041504, 20.07143211364746, 11.44268798828125, -4.900314807891846, 7.389402866363525, 0.3486323356628418, 11.453832626342773, -3.432713270187378, 8.325377464294434]",2797.019462195073,3748.227059454776,14.682177291207278,6170.545212765957,0.047269780585106384,0.0005150061333552003
4.0,5.0,"[-511.7339172363281, 138.7383575439453, -87.63533020019531, 38.85122299194336, -19.97380256652832, 23.344829559326172, -11.629596710205078, 1.9080880880355835, -6.198051452636719, 3.3741087913513184, 13.864721298217773, -0.6043273210525513, 12.191611289978027]",3437.995769207628,3014.2739635307653,15.678909190577876,6143.866356382979,0.10197286402925532,0.00387870566919446
5.0,6.0,"[-571.679443359375, 175.0322723388672, -69.38334655761719, 44.44445037841797, 11.701817512512207, 29.822681427001953, -7.4732794761657715, 0.2157980501651764, -2.391629219055176, 10.734638214111328, 12.872041702270508, -0.7386906147003174, -0.2337975651025772]",2387.596255055368,2780.0598127794105,16.194844464506943,4184.840425531915,0.058043134973404256,0.002423178870230913
6.0,7.0,"[-604.3218994140625, 141.6276092529297, -20.713560104370117, 61.80523681640625, -9.570077896118164, 37.501869201660156, -17.682714462280273, 10.795919418334961, -16.525827407836914, 11.59050178527832, 2.093319892883301, -2.1938047409057617, 11.60057544708252]",3178.136008043027,4242.893975380299,15.587007880615845,7799.202127659574,0.041883103390957445,0.0013897847384214401
7.0,8.0,"[-613.5156860351562, 174.805908203125, -0.7478277087211609, 50.58266067504883, 16.10029411315918, 11.533639907836914, -2.859633445739746, -1.3770153522491455, -21.961641311645508, 9.69857120513916, -3.95349383354187, -6.716412544250488, 10.045950889587402]",1695.3083661267206,2972.9625925332334,17.21779775818998,3333.3610372340427,0.023203748337765957,0.0031946327071636915
8.0,9.0,"[-579.4563598632812, 157.1805419921875, -26.800888061523438, 58.3020133972168, -10.909402847290039, 40.2178955078125, -16.18814468383789, 5.742064952850342, -18.807863235473633, 5.216485977172852, -1.6901397705078125, -1.4033215045928955, 13.796792984008789]",2606.411988927993,3733.101228998779,16.290323845319662,6034.408244680851,0.03865733045212766,0.0018587099621072412
9.0,10.0,"[-492.9549255371094, 132.18533325195312, -53.0627555847168, 42.34419250488281, -25.544462203979492, 37.891239166259766, -16.436922073364258, 3.3375370502471924, -16.807205200195312, 2.351313352584839, -2.182487726211548, 8.334383010864258, 12.44533634185791]",3765.349276319025,3847.8696599901355,16.16054185382762,7915.641622340426,0.09035800365691489,0.00241815485060215
10.0,11.0,"[-550.5828857421875, 134.85699462890625, -51.15610122680664, 58.38172149658203, -24.068695068359375, 36.93837356567383, -26.19906234741211, 10.199264526367188, -9.742656707763672, 11.234468460083008, 2.1684257984161377, 1.6286882162094116, 12.9796142578125]",3930.02604481926,4067.33932072239,15.069774578104518,8519.780585106382,0.09570831948138298,0.0011517293751239777
11.0,12.0,"[-575.2667846679688, 147.63943481445312, -47.28489685058594, 45.95648956298828, -2.0371105670928955, 34.20623779296875, -15.922651290893555, 1.9884291887283325, -8.1998872756958, 13.518460273742676, 0.015958258882164955, -0.11218182742595673, 9.141897201538086]",3064.010383535361,3554.94375457425,15.671676722233663,6388.962765957447,0.07190720578457446,0.0016358845168724656
12.0,13.0,"[-557.5153198242188, 149.09506225585938, -4.416471004486084, 37.72051239013672, 10.21171760559082, 21.482093811035156, 4.344051361083984, -5.0551629066467285, -9.003111839294434, 10.18098258972168, -4.760077953338623, -2.5430362224578857, 2.48075532913208]",2131.999952576412,3309.191595969739,16.973554043824198,4605.219414893617,0.0320551446143617,0.005711443722248077
13.0,14.0,"[-407.8870544433594, 182.95852661132812, -42.783443450927734, 48.38112258911133, -11.070426940917969, 49.09765625, 11.27755069732666, -23.543996810913086, 6.730942249298096, 7.636037826538086, -4.652587413787842, -1.7892128229141235, -1.7882897853851318]",2280.1049749348185,2698.093547139412,19.219727178910833,4275.847739361702,0.05872361203457447,0.015450986102223396
14.0,15.0,"[-499.0098571777344, 160.06631469726562, -39.70221710205078, 32.942230224609375, -9.225470542907715, 36.224876403808594, -3.042123556137085, -8.602084159851074, -2.187627077102661, 15.10421085357666, -4.123049259185791, -6.606593132019043, 4.778738498687744]",2661.7205670605777,3194.638670209211,16.751189634510748,5321.060505319149,0.0597417303856383,0.004543385002762079
15.0,16.0,"[-495.0767517089844, 137.7555389404297, -18.01578140258789, 41.7963752746582, 17.239849090576172, 37.46979904174805, 5.684471130371094, -22.464080810546875, 1.850732684135437, 11.776335716247559, 2.37528657913208, -6.605989933013916, -6.590803623199463]",2690.6270110352775,3276.071976357689,18.261599623705518,5916.223404255319,0.05936772772606383,0.009927750565111637
16.0,17.0,"[-485.7055358886719, 162.58961486816406, -27.76716423034668, 47.154014587402344, -12.218090057373047, 41.885711669921875, 8.972834587097168, -21.721412658691406, 4.823155403137207, 19.70292854309082, -2.5026278495788574, -14.989372253417969, -2.6911683082580566]",2510.0885806368333,3079.3031593946976,18.7535933295336,5500.581781914893,0.06053129155585106,0.00742247374728322
17.0,18.0,"[-523.2216796875, 155.07785034179688, -47.86306381225586, 14.051382064819336, 1.4058904647827148, 19.905475616455078, -2.906623601913452, 4.356500148773193, -1.7091020345687866, 10.095779418945312, -9.28281021118164, -0.21887755393981934, 10.46995735168457]",2467.418085308591,2934.2557759533497,16.86524664385585,4141.954787234043,0.060723487367021274,0.003916062880307436
18.0,19.0,"[-438.6716613769531, 168.38563537597656, -47.40604782104492, 45.011680603027344, -8.4943265914917, 45.902774810791016, 1.8822296857833862, -15.275139808654785, 3.3101651668548584, 5.758597373962402, -6.9899187088012695, -10.12346363067627, 1.6004332304000854]",2408.065321179137,2821.4377930245623,19.09206088122257,5052.277260638298,0.058858668550531915,0.012125932611525059
19.0,20.0,"[-585.0223388671875, 161.4042205810547, -20.51133918762207, 64.98722839355469, -10.132218360900879, 27.6241397857666, -11.837187767028809, 6.84055757522583, -8.798150062561035, 6.483870506286621, -8.08980655670166, -5.481014728546143, 2.023498773574829]",2333.517779489157,3522.998217314738,17.091918397360104,5477.144281914893,0.03168114195478723,0.002574213547632098
20.0,21.0,"[-447.4608154296875, 156.64598083496094, -9.95609188079834, 32.24895095825195, 21.987091064453125, 23.24582862854004, 9.53226375579834, -10.018381118774414, 2.922879219055176, 1.3809263706207275, -9.160480499267578, -5.964011192321777, -9.914644241333008]",1942.3736529700607,2533.5111224962484,19.126252948375843,3913.563829787234,0.034948470744680854,0.01737310364842415
